dispute_id,payment_id,reason_code,amount,respond_by,has_avs_match,has_cvv_match,has_delivery_confirmation,has_device_fingerprint_match,has_duplicate_transaction_proof,has_item_description_match,has_product_photos,has_refund_already_issued,has_return_communication,has_signature_confirmation,has_tracking_number,would_win
D000402,pay_01688255,item_not_received,313.31,2026-09-29,False,False,True,True,True,True,True,,,,,True
D000735,pay_84672838,unauthorized_transaction,5036.57,2026-07-28,True,True,,True,True,True,True,False,True,True,,True
D028319,pay_52013725,unauthorized_transaction,1586.55,2026-01-09,True,True,False,False,False,True,False,False,True,True,False,True
D002273,pay_36208585,unauthorized_transaction,4273.82,2026-07-16,False,True,,,False,False,True,True,False,True,True,True
D016230,pay_42375004,unauthorized_transaction,2639.58,2026-04-27,True,False,True,True,False,False,False,True,,False,True,True
D002599,pay_68730920,duplicate_charge,4805.04,2026-02-02,False,True,False,False,False,True,False,True,True,False,False,False
D017865,pay_17981723,item_not_as_described,1636.54,2026-07-08,False,True,False,False,True,False,,True,False,,False,False
D000599,pay_91852535,duplicate_charge,3206.93,2026-09-18,True,True,False,True,True,True,True,False,True,True,False,False
D006554,pay_63102832,item_not_as_described,395.46,2026-09-12,False,True,True,False,False,True,True,False,False,True,True,False
D027349,pay_44240743,duplicate_charge,4640.72,2026-10-21,True,False,True,True,,True,False,True,,True,,False
D027990,pay_56445856,item_not_as_described,2521.18,2026-10-17,True,True,True,False,False,,False,True,True,True,True,True
D016179,pay_71479974,unauthorized_transaction,1221.68,2026-09-17,True,True,True,True,True,True,False,False,False,,False,True
D024448,pay_01691391,item_not_as_described,3771.28,2026-01-02,True,True,False,False,,True,False,True,True,False,True,False
D020309,pay_77434089,unauthorized_transaction,7297.04,2026-02-13,False,True,False,False,,True,True,True,True,True,False,False
D009478,pay_50192680,item_not_received,1892.48,2026-07-11,False,,False,False,,True,True,True,False,False,True,False
D002224,pay_71157051,duplicate_charge,5811.9,2026-03-01,True,False,True,True,True,True,False,True,False,False,,True
D009049,pay_10270973,item_not_received,2656.49,2026-06-26,False,,True,True,,,True,,True,True,True,True
D023645,pay_74825901,item_not_as_described,4910.33,2026-03-12,False,False,False,False,True,False,False,False,False,False,False,False
D013859,pay_67599523,item_not_received,6917.38,2026-02-02,False,False,False,False,False,False,False,False,True,False,False,False
D014388,pay_58582809,item_not_as_described,1836.56,2026-01-12,False,True,,False,False,True,True,True,False,False,True,True
D018026,pay_70894547,unauthorized_transaction,2633.55,2026-08-30,,True,True,True,True,True,False,False,True,True,True,True
D020379,pay_73484643,unauthorized_transaction,4550.19,2026-02-01,True,,True,False,False,,True,False,,,False,False
D019687,pay_23860292,item_not_received,3507.97,2026-03-01,False,,False,False,,True,True,False,False,False,False,False
D000081,pay_37726592,unauthorized_transaction,4689.57,2026-10-01,True,True,True,True,True,True,True,False,False,False,False,True
D024823,pay_85922787,duplicate_charge,6776.77,2026-06-24,True,True,True,False,False,True,True,True,False,True,True,False
D008564,pay_89688085,unauthorized_transaction,5885.85,2026-07-29,False,False,True,True,False,True,True,True,True,False,False,False
D014876,pay_14425675,item_not_received,440.63,2026-10-13,True,False,True,False,False,True,True,True,False,True,,True
D022048,pay_15075354,item_not_received,972.15,2026-04-18,False,False,False,False,True,True,False,True,True,,False,False
D002764,pay_67653102,duplicate_charge,6249.87,2026-10-18,True,True,True,True,True,False,True,True,False,True,True,True
D018979,pay_59489287,item_not_received,3095.02,2026-01-12,True,False,False,,True,True,False,True,False,True,False,True
D000757,pay_66972974,unauthorized_transaction,521.72,2026-04-01,False,False,,True,False,,True,True,False,True,False,False
D006644,pay_80288167,duplicate_charge,3422.37,2026-04-09,False,,True,True,True,False,False,True,False,False,False,True
D027579,pay_42366231,unauthorized_transaction,5783.88,2026-01-09,,True,True,True,False,True,True,True,True,,False,False
D001330,pay_69711586,item_not_as_described,5526.29,2026-03-24,,True,False,False,True,True,True,True,True,False,True,True
D024334,pay_93711256,item_not_received,1031.7,2026-04-07,True,False,True,False,False,True,False,False,True,True,True,True
D015015,pay_62191519,duplicate_charge,353.08,2026-03-15,False,True,False,,True,False,,False,False,True,True,False
D002948,pay_17328519,item_not_received,3949.47,2026-03-04,False,True,,False,True,False,False,True,True,False,False,False
D023715,pay_18904138,duplicate_charge,7468.71,2026-05-01,True,True,True,False,,False,,True,False,False,True,True
D015273,pay_24617153,unauthorized_transaction,4658.58,2026-06-05,True,True,False,True,True,,True,True,True,True,False,True
D005037,pay_19162547,duplicate_charge,3941.66,2026-01-23,,True,False,True,True,,True,True,,False,True,False
D024113,pay_46256166,unauthorized_transaction,912.46,2026-07-25,,True,True,True,False,True,,False,False,False,False,False
D020688,pay_39331520,item_not_as_described,1050.54,2026-08-14,False,False,True,True,True,False,False,True,False,False,False,True
D006564,pay_98733591,duplicate_charge,1281.98,2026-03-09,True,False,True,False,True,,True,True,False,True,False,False
D009135,pay_91883551,unauthorized_transaction,6894.03,2026-10-27,False,True,False,False,False,False,False,True,False,,True,True
D001908,pay_74572513,item_not_received,1906.66,2026-09-27,True,,True,False,False,False,True,False,False,True,False,True
D022432,pay_96384707,unauthorized_transaction,1860.61,2026-06-21,True,True,True,True,True,False,False,False,True,,,True
D010020,pay_96819294,duplicate_charge,7160.84,2026-06-06,False,True,False,True,True,,True,True,True,True,True,False
D023681,pay_76279635,item_not_as_described,2453.59,2026-08-02,,True,True,True,True,False,False,True,False,False,True,False
D020113,pay_00764651,unauthorized_transaction,4534.31,2026-01-11,True,True,,True,True,False,,True,False,True,,False
D009631,pay_46252156,unauthorized_transaction,4720.15,2026-06-29,,False,True,False,,True,False,True,False,False,False,False
D018888,pay_54027184,item_not_as_described,4046.69,2026-08-03,,False,True,True,True,True,True,False,True,True,False,True
D024288,pay_54158474,duplicate_charge,3500.64,2026-07-14,True,True,,False,True,True,,False,True,True,False,True
D020901,pay_51749526,unauthorized_transaction,1496.2,2026-07-15,False,True,,False,False,False,True,False,True,,False,False
D012656,pay_74223403,duplicate_charge,5057.55,2026-07-26,False,False,False,True,False,True,False,False,True,False,False,True
D006894,pay_74445560,item_not_as_described,7662.62,2026-08-17,True,False,True,True,True,True,True,True,True,False,False,True
D017937,pay_09455474,item_not_as_described,1513.95,2026-08-11,True,False,False,True,False,False,False,True,True,False,True,True
D001670,pay_21587520,duplicate_charge,1662.64,2026-04-27,True,True,True,True,True,True,,,False,False,True,False
D028130,pay_40315361,duplicate_charge,4362.04,2026-02-22,True,True,False,True,,True,False,True,True,False,False,False
D005957,pay_50048694,unauthorized_transaction,1905.81,2026-04-27,True,True,False,True,False,False,True,False,,True,True,True
D010454,pay_54231110,unauthorized_transaction,6805.62,2026-03-27,True,False,True,True,True,True,True,True,,False,True,False
D026032,pay_46602346,item_not_received,4265.33,2026-01-06,True,,True,False,False,True,,True,,True,True,True
D021331,pay_05661304,item_not_as_described,2793.96,2026-03-03,True,True,,False,False,False,True,,True,False,True,True
D028609,pay_00686556,duplicate_charge,2917.03,2026-06-14,,,True,False,False,True,False,True,True,False,True,True
D020186,pay_94324049,item_not_as_described,2939.26,2026-10-07,,True,,False,,False,False,False,False,False,True,True
D026291,pay_54038538,item_not_received,4636.74,2026-07-07,,False,True,False,True,True,True,True,,False,True,True
D011084,pay_23062768,item_not_received,4552.52,2026-02-20,True,True,,False,True,False,False,True,True,False,False,False
D019339,pay_89531462,item_not_as_described,3706.69,2026-01-18,True,,False,True,True,,False,False,True,True,False,False
D000623,pay_16864487,item_not_as_described,380.35,2026-10-01,False,True,False,True,True,False,False,False,,,True,False
D005954,pay_61848055,item_not_received,4119.51,2026-05-09,,True,False,True,False,False,True,False,,False,False,False
D000254,pay_20601948,item_not_received,6179.64,2026-05-21,False,False,,False,False,True,True,True,False,True,,True
D013097,pay_95504225,item_not_as_described,5653.61,2026-09-12,,True,False,,False,False,False,False,,True,False,False
D007150,pay_20131764,item_not_as_described,697.87,2026-03-24,False,False,False,False,False,False,False,,True,False,True,True
D022915,pay_35249683,item_not_received,1394.42,2026-05-27,True,True,True,,,False,False,False,,,False,False
D020957,pay_51865859,item_not_received,3018.42,2026-06-19,True,True,True,True,True,False,False,False,True,True,True,False
D010808,pay_75570102,item_not_received,347.42,2026-02-16,,False,False,False,,False,True,False,False,,True,False
D025388,pay_51733234,item_not_received,3897.81,2026-01-10,False,False,False,True,True,False,,True,False,True,True,True
D029096,pay_48708515,duplicate_charge,3285.46,2026-02-17,True,False,False,True,,True,True,True,False,False,,True
D027205,pay_00937470,duplicate_charge,4240.63,2026-02-01,True,False,True,True,True,False,False,,True,False,False,False
D024046,pay_87073899,item_not_received,5808.7,2026-10-02,False,,True,False,,False,False,False,False,False,False,False
D023509,pay_45184369,item_not_as_described,2314.67,2026-08-19,True,,True,False,False,True,False,False,True,True,False,True
D012319,pay_16355272,item_not_received,1611.5,2026-10-18,True,True,True,,False,,True,True,,True,True,True
D024491,pay_49797313,item_not_received,5703.15,2026-07-14,True,,False,False,True,True,True,False,False,True,True,True
D019611,pay_82470723,duplicate_charge,6726.72,2026-03-11,True,,True,,,,True,False,False,False,,True
D018540,pay_44984028,item_not_received,5834.01,2026-02-03,,True,True,,True,,False,True,False,True,True,True
D001323,pay_51252112,unauthorized_transaction,976.44,2026-06-18,False,True,True,,,True,True,True,True,False,False,False
D005713,pay_35628530,item_not_received,6479.77,2026-02-26,True,True,False,,False,False,True,False,False,,False,False
D010767,pay_36699684,duplicate_charge,1551.92,2026-05-17,,True,False,True,True,,True,True,True,False,True,True
D014310,pay_97020586,item_not_as_described,6719.38,2026-10-23,False,,False,False,,True,True,True,True,False,False,True
D000509,pay_53981512,item_not_received,4356.23,2026-06-29,,False,False,True,,True,False,True,,True,True,True
D014387,pay_19979166,item_not_as_described,4155.99,2026-04-04,,False,True,False,True,True,True,True,True,False,False,True
D020329,pay_96793011,item_not_as_described,1687.19,2026-01-19,,False,False,False,True,False,,,False,False,True,False
D004929,pay_40462852,item_not_received,4901.49,2026-02-05,False,False,False,True,,False,,False,True,False,False,False
D029951,pay_36141297,item_not_received,1022.04,2026-06-27,True,,False,,False,True,False,True,False,True,True,True
D028795,pay_94487826,item_not_received,6083.41,2026-07-29,,False,False,False,False,,False,False,False,False,True,False
D008468,pay_88631988,item_not_as_described,6237.53,2026-01-18,False,False,False,True,False,False,False,True,True,True,True,True
D000978,pay_07644959,duplicate_charge,3691.7,2026-10-10,False,True,True,False,False,True,False,False,False,True,False,False
D018906,pay_16898583,unauthorized_transaction,6912.37,2026-06-22,False,True,,False,True,True,True,,True,True,True,False
D018791,pay_06489019,item_not_as_described,2090.88,2026-01-21,,True,True,False,False,True,False,False,,False,False,True
D021503,pay_10988005,duplicate_charge,6398.99,2026-03-24,False,True,True,False,False,False,True,True,True,True,True,True
D013143,pay_23974289,duplicate_charge,7112.9,2026-03-23,False,False,False,True,,False,,,False,True,,False
D021551,pay_34631658,item_not_as_described,5382.02,2026-05-05,False,False,True,False,True,True,True,False,True,False,False,True
D002222,pay_53271697,duplicate_charge,3047.94,2026-09-19,True,,False,True,True,False,True,,True,True,,True
D025051,pay_17532485,unauthorized_transaction,5834.26,2026-03-02,True,True,True,True,True,True,False,True,False,False,True,True
D023296,pay_48441675,unauthorized_transaction,3110.81,2026-03-21,True,True,,True,False,True,False,True,False,False,False,True
D019950,pay_58745909,item_not_as_described,358.87,2026-04-08,False,,,True,True,True,,False,True,False,False,False
D027545,pay_23927837,unauthorized_transaction,2989.85,2026-04-26,False,False,False,True,True,True,,False,False,,True,False
D004216,pay_13155114,item_not_as_described,2054.06,2026-05-13,True,False,,True,,False,False,,False,False,False,True
D002301,pay_88623765,item_not_as_described,7424.81,2026-01-24,True,,True,True,False,False,True,True,False,True,False,False
D010525,pay_29809670,unauthorized_transaction,7187.21,2026-09-05,True,False,True,False,False,False,,,False,False,False,False
D012118,pay_07257557,unauthorized_transaction,3902.45,2026-06-23,False,True,False,,,True,True,False,True,True,False,False
D021350,pay_60837657,item_not_as_described,1971.86,2026-01-30,False,True,False,True,False,True,True,True,False,False,,False
D016174,pay_15592424,duplicate_charge,626.6,2026-02-25,True,False,False,True,True,True,True,True,,True,True,False
D013908,pay_25691512,item_not_as_described,5498.84,2026-04-17,True,False,True,False,,True,True,True,,True,True,True
D008620,pay_33398182,duplicate_charge,788.86,2026-10-08,,True,False,True,False,False,True,,,False,False,False
D025136,pay_96329853,duplicate_charge,2253.69,2026-04-12,False,False,True,True,True,False,True,True,False,False,True,True
D029732,pay_71574021,item_not_received,4096.35,2026-01-10,False,True,False,False,,,,False,True,False,False,False
D027087,pay_98806394,item_not_as_described,369.86,2026-05-10,True,True,True,True,,True,True,False,True,False,,True
D026233,pay_90648081,unauthorized_transaction,4215.39,2026-06-10,,True,True,True,False,,True,True,False,False,,True
D007946,pay_63608258,unauthorized_transaction,7904.32,2026-02-02,True,True,True,,False,False,True,False,True,False,False,True
D021651,pay_00522428,unauthorized_transaction,4996.13,2026-06-27,True,False,False,False,False,False,False,False,,True,False,False
D025382,pay_29614468,duplicate_charge,6705.02,2026-09-19,True,,True,True,True,,False,True,True,,False,True
D024573,pay_00834429,duplicate_charge,4654.88,2026-09-08,False,False,True,True,True,False,False,,True,True,True,True
D022654,pay_58769237,duplicate_charge,1859.56,2026-05-11,False,False,True,True,False,True,False,False,True,False,True,False
D019399,pay_68225606,duplicate_charge,1662.88,2026-07-02,False,False,False,True,True,True,True,False,True,True,True,True
D000347,pay_02705048,item_not_as_described,5716.87,2026-08-02,True,False,True,False,False,,,False,True,False,True,True
D015467,pay_32922430,unauthorized_transaction,6104.52,2026-05-16,False,,True,False,False,,False,,True,True,True,False
D029607,pay_76471743,item_not_as_described,7638.67,2026-08-12,True,True,,False,True,False,False,True,True,False,,True
D006826,pay_91581243,item_not_as_described,5726.23,2026-08-25,True,True,False,True,False,,False,True,True,True,True,True
D017679,pay_45226216,duplicate_charge,1753.01,2026-09-10,False,False,False,False,True,False,False,False,,False,False,False
D008204,pay_73106016,item_not_received,7289.51,2026-04-21,True,False,True,True,,False,False,False,True,False,,False
D009871,pay_43477997,item_not_received,2556.81,2026-01-06,True,True,True,True,False,,False,,True,False,True,False
D022991,pay_94675258,item_not_received,5661.63,2026-03-01,True,False,True,False,True,False,,False,True,False,True,True
D010333,pay_14622155,duplicate_charge,1487.32,2026-06-29,False,False,True,False,True,False,True,True,False,True,True,True
D013893,pay_86163195,item_not_received,1103.63,2026-02-21,True,True,False,False,False,False,True,False,False,True,True,True
D002861,pay_44344644,unauthorized_transaction,496.5,2026-03-05,,False,False,False,True,True,False,False,False,False,True,False
D002218,pay_69046338,duplicate_charge,7383.62,2026-02-23,False,True,,True,False,True,True,True,False,False,False,False
D023365,pay_42001563,duplicate_charge,3300.76,2026-02-18,True,True,True,False,True,False,,True,False,False,True,True
D014529,pay_10240214,item_not_as_described,2189.27,2026-01-03,,True,True,False,False,False,False,True,True,True,True,False
D028243,pay_05399634,unauthorized_transaction,2200.48,2026-03-23,False,False,False,True,True,False,True,False,,False,True,False
D008079,pay_65706600,item_not_as_described,426.04,2026-03-11,,False,False,True,False,False,False,True,False,True,False,False
D000515,pay_29375700,item_not_as_described,5975.78,2026-09-11,False,False,False,False,False,True,True,True,False,True,True,True
D019449,pay_43850177,item_not_as_described,2289.59,2026-09-04,True,True,True,True,True,,True,False,True,False,False,True
D028699,pay_34844671,item_not_received,326.08,2026-08-16,,True,False,False,True,,True,False,False,True,True,True
D010820,pay_04132215,unauthorized_transaction,925.98,2026-10-05,,True,True,,True,False,True,True,False,False,False,True
D029955,pay_00678642,item_not_as_described,2749.56,2026-08-06,True,False,True,False,False,True,,,True,True,True,False
D027229,pay_53268356,duplicate_charge,4561.1,2026-02-10,True,False,True,True,False,True,False,False,True,False,False,False
D016688,pay_06482400,unauthorized_transaction,5843.73,2026-08-03,,False,False,,,False,False,True,True,True,False,True
D017949,pay_29572195,unauthorized_transaction,6010.94,2026-10-25,True,False,False,False,,,False,,True,True,False,False
D020810,pay_26573443,duplicate_charge,2608.53,2026-02-04,False,True,,True,True,,False,False,True,True,False,False
D004895,pay_29912408,duplicate_charge,1757.09,2026-05-04,,True,False,False,True,True,False,True,True,False,False,True
D007404,pay_96087131,item_not_as_described,7746.63,2026-06-18,True,True,True,False,True,False,False,False,False,True,False,False
D003074,pay_97334964,item_not_received,2630.86,2026-07-16,True,True,True,False,False,,False,False,True,True,False,False
D014705,pay_73439459,unauthorized_transaction,1878.13,2026-02-19,False,False,False,False,,,True,,True,True,True,False
D015180,pay_97023108,duplicate_charge,3578.52,2026-06-12,True,True,False,True,False,False,False,True,False,True,True,True
D014290,pay_84586811,item_not_received,3780.47,2026-08-23,True,True,True,True,False,True,True,False,True,False,,True
D017730,pay_94421543,item_not_as_described,7906.18,2026-04-12,False,,True,True,True,True,True,True,True,,True,True
D016220,pay_38899989,item_not_as_described,5192.88,2026-02-10,False,False,True,,False,True,False,True,True,True,False,True
D029558,pay_85278975,unauthorized_transaction,7239.81,2026-02-14,False,True,True,True,True,True,True,True,False,False,True,True
D024373,pay_01627714,unauthorized_transaction,3338.93,2026-07-09,True,False,,False,True,False,True,False,,True,,False
D020607,pay_02557367,duplicate_charge,5745.19,2026-05-29,True,,False,False,,True,True,False,True,True,False,False
D022583,pay_08984137,unauthorized_transaction,5472.75,2026-02-22,,True,,True,False,False,False,False,False,True,,True
D007167,pay_65459305,unauthorized_transaction,4658.94,2026-09-09,True,,False,True,False,True,False,False,False,False,False,True
D016394,pay_83352292,item_not_received,5793.73,2026-01-07,,True,True,False,,True,False,False,False,False,False,True
D008197,pay_97539265,unauthorized_transaction,3757.54,2026-08-06,False,,True,False,,False,False,False,False,,True,False
D012879,pay_18116333,item_not_received,444.81,2026-02-01,True,True,True,False,False,True,True,True,True,True,,False
D021073,pay_72790659,duplicate_charge,6050.1,2026-08-04,False,True,True,False,True,True,False,,True,,,False
D002621,pay_27562934,item_not_as_described,1772.46,2026-10-25,False,True,True,False,False,False,False,False,True,True,True,False
D013559,pay_27493478,duplicate_charge,4471.52,2026-03-23,True,True,,True,True,True,False,False,False,True,True,True
D005296,pay_09401835,item_not_received,2090.65,2026-04-28,True,True,True,False,False,False,False,True,,True,True,False
D007210,pay_81591852,duplicate_charge,2063.3,2026-09-22,True,False,False,False,True,True,True,True,False,,False,True
D026574,pay_42608145,item_not_received,2620.25,2026-06-05,False,True,True,True,,True,True,True,True,True,False,False
D002446,pay_72766760,unauthorized_transaction,5282.2,2026-01-13,,False,False,,False,True,False,True,True,True,True,True
D005085,pay_30370911,unauthorized_transaction,5042.09,2026-08-01,,True,False,False,False,True,True,True,False,False,False,True
D009588,pay_38474565,item_not_as_described,6135.29,2026-10-18,True,False,False,False,True,True,False,False,True,False,True,True
D021716,pay_69676557,unauthorized_transaction,6323.29,2026-07-08,True,True,True,True,False,False,False,True,True,False,,True
D028691,pay_79103231,duplicate_charge,5867.44,2026-01-22,False,False,False,False,True,True,True,False,False,False,False,False
D018523,pay_91233757,item_not_as_described,7824.92,2026-01-26,True,False,False,False,,True,,False,False,True,True,True
D018050,pay_91972739,item_not_as_described,2106.15,2026-05-20,False,True,False,False,False,False,False,True,True,True,True,True
D010616,pay_14448227,unauthorized_transaction,1070.46,2026-05-29,False,True,False,False,False,True,False,False,False,True,False,False
D008290,pay_87994110,duplicate_charge,3168.3,2026-06-05,True,False,False,True,True,True,False,True,,True,False,True
D020882,pay_84265533,item_not_received,3261.47,2026-06-21,True,True,True,True,False,False,False,,False,True,True,False
D018325,pay_58257391,duplicate_charge,6582.04,2026-04-07,False,False,False,,True,False,False,True,False,True,False,True
D029877,pay_61320143,duplicate_charge,2985.08,2026-06-28,False,False,True,,True,True,False,False,False,True,True,True
D006235,pay_66582590,duplicate_charge,1856.77,2026-08-08,True,True,True,True,False,False,False,True,False,True,False,False
D028455,pay_20465074,unauthorized_transaction,6569.32,2026-06-09,,,True,True,False,True,,False,False,True,False,True
D005245,pay_71861551,unauthorized_transaction,6225.57,2026-07-08,True,True,True,False,False,True,True,False,False,False,True,True
D003232,pay_79477442,unauthorized_transaction,1694.02,2026-03-19,True,True,True,False,False,False,False,True,True,,,True
D010904,pay_17579171,unauthorized_transaction,322.48,2026-03-14,False,False,False,False,False,False,True,,False,True,False,False
D018508,pay_73483340,item_not_as_described,7512.31,2026-04-06,True,False,True,False,True,True,False,True,True,False,False,True
D002514,pay_45973750,item_not_as_described,4876.33,2026-09-27,False,False,False,True,False,True,True,True,True,False,False,True
D012507,pay_23241687,item_not_as_described,2804.31,2026-04-29,True,False,False,False,False,False,False,False,False,True,False,False
D020938,pay_65497563,item_not_received,531.17,2026-10-26,True,True,True,True,False,True,True,False,True,True,True,True
D018028,pay_88490430,duplicate_charge,1482.18,2026-08-13,,False,False,True,False,True,False,False,False,True,True,False
D020918,pay_53619974,unauthorized_transaction,5513.89,2026-05-25,False,True,False,False,True,True,False,False,False,,False,False
D020045,pay_36982641,unauthorized_transaction,3161.99,2026-02-25,False,True,,False,False,,True,False,False,False,True,False
D024634,pay_27938473,unauthorized_transaction,946.4,2026-07-07,True,False,False,True,True,False,True,True,True,True,False,True
D007470,pay_93401280,item_not_as_described,2720.94,2026-10-12,False,True,False,False,False,,True,False,True,True,True,True
D001086,pay_20709689,unauthorized_transaction,7924.73,2026-02-08,True,True,True,False,,False,False,False,False,,True,True
D001076,pay_23260029,item_not_as_described,4204.47,2026-03-02,False,False,False,True,False,,False,True,False,False,True,False
D011668,pay_72817897,unauthorized_transaction,6076.4,2026-03-25,True,True,True,False,True,True,,False,,True,True,False
D021330,pay_60095298,item_not_as_described,4648.08,2026-08-16,True,True,True,False,False,True,False,True,True,True,,False
D016817,pay_58569795,item_not_as_described,2122.05,2026-08-03,True,True,False,False,False,True,,False,,False,True,False
D019306,pay_55950767,duplicate_charge,5295.66,2026-10-13,False,False,True,True,True,False,True,,True,False,False,True
D009858,pay_13825723,item_not_received,2490.41,2026-06-13,,False,False,True,False,False,False,False,False,False,True,True
D018290,pay_76945492,item_not_as_described,3666.09,2026-08-12,True,False,True,True,True,False,,True,True,True,False,False
D024473,pay_67791002,item_not_received,1410.4,2026-02-13,False,,False,False,False,True,True,False,True,True,False,False
D017224,pay_59866463,unauthorized_transaction,2523.91,2026-04-18,True,,True,True,False,False,False,False,False,,True,True
D008310,pay_53546144,item_not_received,1507.97,2026-06-18,False,True,True,,True,False,True,True,True,True,False,False
D025906,pay_46175151,item_not_as_described,4620.61,2026-01-17,True,False,,True,True,,True,False,True,False,True,True
D024315,pay_26430553,unauthorized_transaction,942.94,2026-09-16,False,True,,True,False,False,False,True,True,False,True,False
D005218,pay_46461151,unauthorized_transaction,3690.49,2026-10-24,True,False,True,False,False,False,False,False,False,True,True,False
D025357,pay_02987672,duplicate_charge,3366.02,2026-06-08,True,True,,,False,True,True,True,False,False,True,False
D003160,pay_11145279,duplicate_charge,7196.08,2026-08-12,False,True,True,False,True,True,False,False,False,False,False,False
D025469,pay_42790609,unauthorized_transaction,1317.33,2026-08-12,False,False,False,False,False,True,,False,False,True,False,True
D002737,pay_06893636,item_not_as_described,5137.72,2026-08-09,,False,False,False,,False,True,True,True,False,True,True
D002238,pay_94009135,item_not_received,4238.51,2026-03-03,False,True,True,True,True,False,True,True,False,True,True,True
D027706,pay_08370187,duplicate_charge,1002.74,2026-05-07,False,True,False,False,True,True,,True,True,False,True,False
D017368,pay_96954679,item_not_received,968.16,2026-08-25,True,False,True,True,True,True,True,,False,True,True,False
D006895,pay_41817724,item_not_as_described,7642.72,2026-04-21,True,,False,True,True,False,True,True,False,False,True,False
D005596,pay_83272860,item_not_as_described,4461.52,2026-06-23,True,False,True,,False,,False,True,False,False,False,False
D004700,pay_36866024,item_not_as_described,4306.09,2026-03-26,,False,,True,False,,True,True,True,True,True,True
D028759,pay_13390812,item_not_as_described,4454.32,2026-08-29,False,False,False,,False,,True,True,True,False,False,True
D010300,pay_90940894,item_not_as_described,7862.04,2026-02-05,False,True,True,False,True,True,True,False,False,True,True,False
D029494,pay_19974573,duplicate_charge,7069.58,2026-09-18,True,False,,False,True,False,False,True,False,,True,False
D007032,pay_48193817,duplicate_charge,474.0,2026-05-31,,,True,True,False,False,,False,,,False,False
D028933,pay_68456446,unauthorized_transaction,4063.64,2026-08-15,True,True,False,,False,,True,True,,False,False,True
D003914,pay_68014559,item_not_received,3702.91,2026-08-14,True,True,True,False,True,False,False,False,True,False,True,True
D027732,pay_14533729,item_not_received,308.81,2026-03-03,True,False,,False,False,True,True,False,False,,True,True
D015753,pay_64422049,duplicate_charge,5882.45,2026-06-29,,True,False,True,True,False,True,,True,True,,True
D023407,pay_72610446,item_not_received,4193.07,2026-04-09,,True,,True,False,True,True,True,True,,False,False
D024375,pay_09166098,item_not_as_described,1004.35,2026-05-10,False,False,True,False,False,False,True,,True,False,False,True
D027717,pay_08737838,duplicate_charge,6367.87,2026-04-24,True,True,True,,True,True,True,True,False,False,False,True
D005206,pay_18164191,unauthorized_transaction,1699.18,2026-04-24,True,False,False,False,False,False,False,True,False,True,False,False
D014098,pay_02473263,item_not_received,3858.04,2026-01-11,,True,True,False,False,False,True,True,True,False,True,True
D012442,pay_98358977,duplicate_charge,1695.87,2026-10-26,True,False,False,True,False,False,True,False,False,True,False,False
D007478,pay_08614523,duplicate_charge,6846.82,2026-05-21,True,True,,True,False,True,False,True,,True,True,True
D010265,pay_53595883,item_not_received,7068.65,2026-08-03,False,True,False,False,True,False,False,False,False,False,,False
D009193,pay_38019998,duplicate_charge,6909.7,2026-01-21,False,,True,True,,True,False,True,True,True,,True
D008773,pay_21933314,unauthorized_transaction,5294.81,2026-02-26,,True,True,True,True,False,False,,False,True,False,True
D012783,pay_39794272,item_not_as_described,1625.78,2026-01-02,False,True,True,False,False,,True,True,True,True,False,True
D019891,pay_07414120,unauthorized_transaction,1269.01,2026-07-29,False,True,False,,True,True,False,False,True,True,False,False
D022011,pay_84830835,duplicate_charge,4149.17,2026-03-22,False,False,False,,True,False,False,True,True,True,,False
D029912,pay_68893854,duplicate_charge,5287.95,2026-09-06,True,True,True,True,True,False,,True,False,True,False,True
D021639,pay_61674939,item_not_received,6413.09,2026-05-09,True,True,,False,False,True,False,False,False,True,True,True
D001218,pay_92109421,item_not_received,7775.0,2026-01-15,True,False,,True,True,False,False,False,False,True,False,True
D010698,pay_16478894,item_not_as_described,1708.67,2026-05-09,True,True,True,,False,,False,False,True,False,False,True
D001172,pay_03722095,duplicate_charge,1114.72,2026-10-28,False,False,True,True,True,True,,True,,False,False,True
D029491,pay_65067247,item_not_received,7214.8,2026-08-04,,False,True,True,True,False,False,False,False,True,True,True
D001467,pay_97137943,duplicate_charge,2644.04,2026-02-26,False,True,True,False,True,True,True,True,True,,True,True
D011563,pay_36398035,unauthorized_transaction,5034.05,2026-07-12,False,True,False,False,False,True,True,True,False,False,True,False
D006858,pay_87132576,item_not_received,3506.49,2026-08-13,False,True,False,,,,,,False,False,True,True
D024240,pay_55898517,item_not_as_described,5700.45,2026-10-24,True,True,True,,,False,True,False,,,False,False
D012923,pay_20493428,unauthorized_transaction,6229.12,2026-03-19,False,False,False,False,False,False,False,True,True,False,True,True
D001699,pay_73392616,unauthorized_transaction,5689.58,2026-10-19,True,True,True,True,True,True,True,,True,True,False,False
D023471,pay_29018993,unauthorized_transaction,5921.98,2026-06-05,False,,True,True,True,True,False,True,False,True,False,False
D018897,pay_89321952,duplicate_charge,5514.72,2026-01-02,True,,,False,False,False,True,True,True,False,True,False
D022001,pay_24604500,item_not_as_described,955.53,2026-05-10,False,True,False,False,,False,,,False,True,,False
D026485,pay_06427471,item_not_as_described,3993.67,2026-06-13,True,True,False,False,True,True,True,True,True,True,False,True
D000483,pay_16429653,item_not_received,2362.14,2026-01-26,True,True,True,,False,True,True,False,,True,,True
